source,attribution,collection,documentation-url,endpoint,licence,organisation,pipelines,entry-date,start-date,end-date
445318343fc8a626ecdfddf5644f19cf,crown-copyright,legislation,,bd15d1466ddf88e31ed224b0f7dd88b378f9187ed6b51b329481c032e99f4eea,ogl3,government-organisation:D1342,permitted-development-right,2021-11-28T07:07:54Z,,
39d1aacb7d3f56f4fbda54bfb7385261,crown-copyright,legislation,,3c44b28bbe71251aa1bd8c5e080e913033b82aa56e88c9f6589daa8dca8ac82c,ogl3,government-organisation:D1342,permitted-development-right-part,2021-11-28T07:07:54Z,,
50c2aba2eee630e9282673cb091997f2,,legislation,https://dluhc-datasets.planning-data.dev/dataset/permitted-development-right,20f79cc92d210206e76fc3cd5f3f780f85adf73be8699b089719fb8497e9bc75,ogl3,government-organisation:D1342,permitted-development-right,2024-02-20,2024-02-20,
2cab22dcb71d6de06781068df6d4e6be,,legislation,https://dluhc-datasets.planning-data.dev/dataset/permitted-development-right-part,54e893885587f8f696a07fb1326de8914496adf8683ebc9b877ad2d21e3ccbc9,ogl3,government-organisation:D1342,permitted-development-right-part,2024-02-20,2024-02-20,
